,TSS,end_x,start_x,gene,strand_x,end_y,start_y,strand_y,strand,ratio_ATCACG,ratio_ACAGTG,ratio_CGATGT,ratio_GCCAAT
1789,2099735,2099735,2099613,ugd,-,2099613.0,2098447.0,-,-,0.7413793103448276,0.6635514018691588,1.1395348837209303,0.3609022556390977
1790,2101324,2101324,2101268,gnd,-,2101268.0,2099862.0,-,-,1.4072481572481572,0.9192015209125475,0.9914880201765448,1.3668411867364747
1794,2104606,2104606,2104509,wbbK,-,2104509.0,2103391.0,-,-,0.26528258362168394,0.20569620253164558,0.3180327868852459,0.3468118195956454
1795,2107234,2107234,2107226,wbbH,-,2107226.0,2106060.0,-,-,0.7949790794979079,1.2843601895734598,0.5648148148148148,0.845679012345679
1796,2107283,2107283,2107226,wbbH,-,2107226.0,2106060.0,-,-,0.6163265306122448,1.0,0.5875,0.7
1797,2107394,2107394,2107226,wbbH,-,2107226.0,2106060.0,-,-,0.6976744186046512,0.5468277945619335,0.6164383561643836,0.6931818181818182
1798,2107444,2107444,2107226,wbbH,-,2107226.0,2106060.0,-,-,0.9057377049180327,0.4447058823529412,0.475,0.7682926829268293
1804,2115934,2115934,2115896,wcaM,-,2115896.0,2114502.0,-,-,0.6363636363636364,0.9285714285714286,1.2523364485981308,1.464
1805,2120337,2120337,2120158,wzxC,-,2120158.0,2118680.0,-,-,1.6666666666666667,0.5555555555555556,1.0714285714285714,1.4597701149425288
1806,2137193,2137193,2137243,wza,-,2137243.0,2136104.0,-,-,0.2,6.0,0.5907335907335908,1.2295918367346939
1807,2137583,2137583,2137243,wza,-,2137243.0,2136104.0,-,-,1.0,0.5,0.8952380952380953,0.84
1808,2137863,2137902,2137863,yegH,+,2139485.0,2137902.0,+,+,1.2289156626506024,1.5825242718446602,0.5853658536585366,1.2831050228310503
1809,2147559,2147559,2147540,alkA,-,2147540.0,2146692.0,-,-,1.0,0.6363636363636364,2.033333333333333,1.8
1810,2147644,2147674,2147644,yegD,+,2149026.0,2147674.0,+,+,0.7656675749318801,1.1012658227848102,0.4366812227074236,0.967391304347826
1811,2150999,2150999,2150985,yegI,-,2150985.0,2149039.0,-,-,0.16666666666666666,0.25,0.896551724137931,0.6296296296296297
1812,2151016,2151185,2151016,yegJ,+,2151646.0,2151185.0,+,+,0.07142857142857142,0.09090909090909091,0.05508474576271186,0.06876790830945559
1813,2151051,2151185,2151051,yegJ,+,2151646.0,2151185.0,+,+,0.09090909090909091,0.1,0.08379888268156424,0.109375
1814,2151076,2151076,2150985,yegI,-,2150985.0,2149039.0,-,-,0.16666666666666666,0.2,0.1411764705882353,0.22580645161290322
1815,2151077,2151077,2150985,yegI,-,2150985.0,2149039.0,-,-,0.16666666666666666,0.2,0.14285714285714285,0.23655913978494625
1816,2153311,2153311,2153311,sibA,+,2153451.0,2153309.0,+,+,0.5980629539951574,0.9177119919719017,1.0,1.0529411764705883
1817,2153646,2153646,2153646,sibB,+,2153779.0,2153644.0,+,+,10.551020408163266,52.55555555555556,2.878980891719745,1.6762295081967213
1818,2153979,2154016,2153979,mdtA,+,2155263.0,2154016.0,+,+,1.6176470588235294,2.5217391304347827,1.1714285714285715,1.8727272727272728
1819,2165591,2165668,2165591,yegQ,+,2167029.0,2165668.0,+,+,1.094387755102041,1.8807495741056217,0.9023255813953488,1.1943231441048034
1820,2167114,2167112,2167114,cyaR,+,2167200.0,2167114.0,+,+,2.8205128205128207,17.237113402061855,3.144144144144144,1.0098684210526316
1821,2167548,2167548,2167520,ogrK,-,2167520.0,2167302.0,-,-,0.4925925925925926,0.05036659228562321,0.34439834024896265,1.005671077504726
1822,2168349,2168349,2168306,yegR,-,2168306.0,2167989.0,-,-,0.6666666666666666,0.2222222222222222,0.5777777777777777,0.6297169811320755
1823,2168543,2168712,2168543,yegS,+,2169611.0,2168712.0,+,+,0.125,0.25,0.11307420494699646,0.2396694214876033
1824,2168558,2168712,2168558,yegS,+,2169611.0,2168712.0,+,+,0.14285714285714285,0.25,0.13333333333333333,0.2457831325301205
1825,2168565,2168712,2168565,yegS,+,2169611.0,2168712.0,+,+,0.14285714285714285,0.25,0.1368421052631579,0.2524271844660194
1826,2168683,2168712,2168683,yegS,+,2169611.0,2168712.0,+,+,5.0,2.3333333333333335,1.152542372881356,1.1983122362869199
1827,2176432,2176432,2176321,gatZ,-,2176321.0,2175059.0,-,-,1.11716621253406,0.5467523197715917,0.788659793814433,0.799084144247281
1828,2177234,2177234,2177204,gatY,-,2177204.0,2176350.0,-,-,2.1104294478527605,1.2934256055363322,0.9166666666666666,1.548091603053435
1829,2178667,2178667,2178564,fbaB,-,2178564.0,2177512.0,-,-,1.5714285714285714,1.76,1.4636363636363636,2.0091743119266057
1830,2178781,2178821,2178781,yegT,+,2180098.0,2178821.0,+,+,0.7142857142857143,0.2,1.62,2.23728813559322
1831,2183801,2183801,2183651,yegX,-,2183651.0,2182833.0,-,-,2.032258064516129,1.527027027027027,1.4873949579831933,0.8210526315789474
1832,2183820,2183820,2183651,yegX,-,2183651.0,2182833.0,-,-,1.9090909090909092,1.3972602739726028,1.4024390243902438,0.6792452830188679
1833,2184673,2184673,2184516,thiD,-,2184516.0,2183716.0,-,-,0.5087719298245614,0.55,0.746031746031746,0.6272189349112426
1834,2185451,2185451,2185301,thiM,-,2185301.0,2184513.0,-,-,5.342105263157895,2.971291866028708,1.094306049822064,1.7791878172588833
1835,2185827,2185917,2185827,rcnA,+,2186741.0,2185917.0,+,+,0.7647058823529411,0.225,0.27906976744186046,0.391304347826087
1836,2185903,2185903,2185796,rcnR,-,2185796.0,2185524.0,-,-,0.37142857142857144,0.21621621621621623,0.21568627450980393,0.33766233766233766
1837,2186884,2186960,2186884,rcnB,+,2187298.0,2186960.0,+,+,0.31891891891891894,0.35873015873015873,0.40772532188841204,0.408
1838,2188472,2188472,2188414,yehA,-,2188414.0,2187380.0,-,-,1.0,0.4,1.5161290322580645,1.829268292682927
1839,2192880,2192880,2192796,yehE,-,2192796.0,2192515.0,-,-,1.0,1.1388888888888888,1.169811320754717,1.1195652173913044
1840,2192901,2192901,2192796,yehE,-,2192796.0,2192515.0,-,-,1.0526315789473684,1.2093023255813953,1.0,1.0909090909090908
1841,2192909,2192909,2192796,yehE,-,2192796.0,2192515.0,-,-,1.0526315789473684,1.255813953488372,1.0163934426229508,1.0521739130434782
1842,2194175,2194175,2194168,mrp,-,2194168.0,2193059.0,-,-,0.8980769230769231,1.3238095238095238,1.1731843575418994,1.378698224852071
1843,2194180,2194180,2194168,mrp,-,2194168.0,2193059.0,-,-,0.815442561205273,1.1492063492063491,1.0718232044198894,1.319526627218935
1844,2194269,2194300,2194269,metG,+,2196333.0,2194300.0,+,+,2.881044487427466,1.7758985200845665,1.6815415821501014,1.7063291139240506
1846,2203784,2203972,2203784,yehK,+,2204289.0,2203972.0,+,+,4.0,14.5,1.5,1.3483870967741935
1847,2204402,2204596,2204402,yehL,+,2205684.0,2204596.0,+,+,3.2222222222222223,10.857142857142858,0.6629213483146067,0.6017699115044248
1848,2214749,2214866,2214749,mlrA,+,2215597.0,2214866.0,+,+,0.8181818181818182,0.3888888888888889,0.2932330827067669,0.8125
1849,2214785,2214866,2214785,mlrA,+,2215597.0,2214866.0,+,+,0.7272727272727273,0.2631578947368421,0.4307692307692308,0.8852459016393442
1850,2214840,2214866,2214840,mlrA,+,2215597.0,2214866.0,+,+,0.8571428571428571,0.34615384615384615,0.7678571428571429,0.9
1851,2215586,2215657,2215586,yohO,+,2215764.0,2215657.0,+,+,1.7710843373493976,2.051282051282051,0.24630541871921183,0.49262536873156343
1852,2219523,2219523,2219481,osmF,-,2219481.0,2218564.0,-,-,27.8,46.5,2.550561797752809,3.36734693877551
1853,2222082,2222185,2222082,dld,+,2223900.0,2222185.0,+,+,0.7114093959731543,0.7769230769230769,0.4387755102040816,1.1545893719806763
1854,2222120,2222120,2221989,bglX,-,2221989.0,2219692.0,-,-,0.4125,0.38461538461538464,0.4774193548387097,1.0294117647058822
1855,2222152,2222185,2222152,dld,+,2223900.0,2222185.0,+,+,2.330275229357798,1.5791245791245792,0.8793969849246231,1.6220095693779903
1856,2224941,2224941,2224870,pbpG,-,2224870.0,2223938.0,-,-,2.3333333333333335,3.847058823529412,2.4565217391304346,2.648854961832061
1857,2225066,2225066,2224870,pbpG,-,2224870.0,2223938.0,-,-,0.03134796238244514,0.07246376811594203,0.35294117647058826,0.45454545454545453
1858,2225669,2225669,2225631,yohC,-,2225631.0,2225044.0,-,-,0.6666666666666666,1.8,2.9473684210526314,3.951219512195122
1859,2225679,2225679,2225631,yohC,-,2225631.0,2225044.0,-,-,0.6666666666666666,1.8,2.8378378378378377,4.2368421052631575
1860,2225763,2225801,2225763,yohD,+,2226379.0,2225801.0,+,+,1.0285714285714285,0.819672131147541,0.6455696202531646,1.0588235294117647
1861,2230395,2230395,2230385,dusC,-,2230385.0,2229438.0,-,-,1.9603960396039604,3.7384615384615385,1.4943820224719102,1.5426356589147288
1862,2230493,2230624,2230493,yohJ,+,2231022.0,2230624.0,+,+,0.2857142857142857,0.325,0.868421052631579,1.5612244897959184
1863,2230509,2230624,2230509,yohJ,+,2231022.0,2230624.0,+,+,0.23809523809523808,0.4,0.8461538461538461,1.2363636363636363
1864,2231819,2231844,2231819,cdd,+,2232728.0,2231844.0,+,+,1.1911764705882353,1.486223662884927,0.7913669064748201,1.3003412969283277
1865,2232684,2232878,2232684,sanA,+,2233597.0,2232878.0,+,+,1.5698924731182795,4.36036036036036,0.9352941176470588,1.2762237762237763
1866,2233989,2234033,2233989,preT,+,2235271.0,2234033.0,+,+,2.5,1.3611111111111112,0.9780564263322884,1.3586572438162545
1867,2237858,2237858,2237753,mglC,-,2237753.0,2236743.0,-,-,0.38095238095238093,0.7307692307692307,1.1666666666666667,0.8708240534521158
1868,2237923,2237923,2237753,mglC,-,2237753.0,2236743.0,-,-,0.25,0.31446540880503143,1.1333333333333333,0.7076566125290024
1869,2237959,2237959,2237753,mglC,-,2237753.0,2236743.0,-,-,0.17647058823529413,0.19101123595505617,1.1372549019607843,0.6349557522123894
1870,2239391,2239391,2239289,mglA,-,2239289.0,2237769.0,-,-,1.4285714285714286,1.2469135802469136,0.5882352941176471,0.8779956427015251
1871,2240566,2240566,2240348,mglB,-,2240348.0,2239350.0,-,-,1.4642857142857142,1.0818181818181818,1.0567375886524824,0.9515347334410339
1872,2241710,2241710,2241668,galS,-,2241668.0,2240628.0,-,-,2.4444444444444446,1.0869565217391304,0.6259541984732825,0.6392156862745098
1873,2243073,2243073,2242967,yeiB,-,2242967.0,2241810.0,-,-,15.833333333333334,9.111940298507463,2.607329842931937,2.578125
1874,2243848,2243848,2243652,folE,-,2243652.0,2242984.0,-,-,0.12561576354679804,0.09090909090909091,0.10542168674698796,0.23896103896103896
1875,2243888,2243910,2243888,yeiG,+,2244746.0,2243910.0,+,+,2.707317073170732,1.3571428571428572,1.4382022471910112,1.53125
1876,2246929,2246929,2246769,cirA,-,2246769.0,2244778.0,-,-,0.9344262295081968,1.3455882352941178,0.6271186440677966,1.088235294117647
1877,2246942,2246942,2246769,cirA,-,2246769.0,2244778.0,-,-,0.9074074074074074,1.375,0.6296296296296297,1.0588235294117647
1878,2248560,2248560,2248532,lysP,-,2248532.0,2247063.0,-,-,1.3924812030075189,1.3265306122448979,0.6737967914438503,0.7378048780487805
1879,2249638,2249638,2249618,yeiE,-,2249618.0,2248737.0,-,-,0.57,0.5428571428571428,0.6818181818181818,0.5686274509803921
1880,2249656,2249656,2249618,yeiE,-,2249618.0,2248737.0,-,-,0.49,0.44339622641509435,0.58,0.6041666666666666
1881,2249666,2249717,2249666,yeiH,+,2250766.0,2249717.0,+,+,1.8571428571428572,0.8275862068965517,0.5686274509803921,0.6764705882352942
1882,2249711,2249711,2249618,yeiE,-,2249618.0,2248737.0,-,-,1.3333333333333333,0.6987951807228916,0.5102040816326531,0.7586206896551724
1883,2250806,2250840,2250806,nfo,+,2251697.0,2250840.0,+,+,0.9627118644067797,1.3690036900369005,0.6481481481481481,0.9593023255813954
1884,2251653,2251700,2251653,yeiI,+,2252788.0,2251700.0,+,+,1.3,0.8962264150943396,0.6590909090909091,0.7293233082706767
1885,2255252,2255252,2255186,rihB,-,2255186.0,2254245.0,-,-,0.2,0.5,0.6222222222222222,2.9
1886,2255290,2255355,2255290,yeiL,+,2256014.0,2255355.0,+,+,2.6666666666666665,0.5555555555555556,0.967741935483871,1.0820895522388059
1887,2257496,2257496,2257335,psuT,-,2257335.0,2256085.0,-,-,1.0,1.1111111111111112,1.273972602739726,0.968421052631579
1888,2258557,2258557,2258367,psuG,-,2258367.0,2257429.0,-,-,0.6666666666666666,4.5,1.2575757575757576,0.9823008849557522
1889,2263597,2263597,2263495,fruB,-,2263495.0,2262365.0,-,-,0.34177215189873417,0.30903790087463556,0.2255266418835192,0.4216417910447761
1890,2263713,2263863,2263713,setB,+,2265044.0,2263863.0,+,+,0.041666666666666664,0.13333333333333333,0.22608695652173913,0.3018867924528302
1891,2263836,2263863,2263836,setB,+,2265044.0,2263863.0,+,+,1.8571428571428572,1.1935483870967742,1.2678571428571428,1.2203389830508475
1892,2265330,2265330,2265295,yeiW,-,2265295.0,2265041.0,-,-,4.973684210526316,3.4788732394366195,2.5867768595041323,2.6315789473684212
1893,2265413,2265413,2265295,yeiW,-,2265295.0,2265041.0,-,-,1.1428571428571428,0.7439024390243902,0.48091603053435117,0.5755395683453237
1894,2265417,2265450,2265417,yeiP,+,2266022.0,2265450.0,+,+,0.50177304964539,0.4391489361702128,0.38309859154929576,0.5825688073394495
1895,2265420,2265420,2265295,yeiW,-,2265295.0,2265041.0,-,-,4.857142857142857,3.261904761904762,0.6148148148148148,1.0300751879699248
1896,2266164,2266245,2266164,yeiQ,+,2267711.0,2266245.0,+,+,0.9393939393939394,2.68,0.7777777777777778,1.2659574468085106
1897,2266214,2266245,2266214,yeiQ,+,2267711.0,2266245.0,+,+,0.925,3.2916666666666665,1.2941176470588236,1.4767441860465116
1898,2267742,2267829,2267742,yeiR,+,2268815.0,2267829.0,+,+,2.1244239631336406,3.1076923076923078,1.2050359712230216,1.5493562231759657
1899,2269920,2269979,2269920,mepS,+,2270545.0,2269979.0,+,+,0.7863099374565671,1.0196223620881155,0.6222014925373134,0.8408389882788402
1900,2270678,2270726,2270678,rtn,+,2272282.0,2270726.0,+,+,0.6206896551724138,0.6397058823529411,0.8145161290322581,1.073446327683616
1901,2272312,2272364,2272312,yejA,+,2274178.0,2272364.0,+,+,0.449438202247191,0.6060606060606061,0.573170731707317,0.6028708133971292
1902,2278353,2278353,2278237,yejG,-,2278237.0,2277893.0,-,-,2.028169014084507,1.7526315789473683,0.9130434782608695,1.8138528138528138
1903,2278446,2278446,2278237,yejG,-,2278237.0,2277893.0,-,-,0.5597269624573379,0.6634615384615384,0.328,0.8557457212713936
1904,2280545,2280545,2280483,rsuA,-,2280483.0,2279788.0,-,-,1.431095406360424,2.2535787321063396,0.8346709470304976,1.4940711462450593
1905,2280548,2280548,2280483,rsuA,-,2280483.0,2279788.0,-,-,1.396797153024911,2.1387755102040815,0.7719298245614035,1.4603174603174602
1906,2280622,2280632,2280622,yejH,+,2282392.0,2280632.0,+,+,1.21875,1.9574468085106382,1.0,1.5
1907,2282433,2282517,2282433,rplY,+,2282801.0,2282517.0,+,+,0.49463003619533613,0.21904595897972226,0.17889908256880735,0.5294717173432988
1908,2282437,2282517,2282437,rplY,+,2282801.0,2282517.0,+,+,0.5576449384199459,0.2662473794549266,0.2170789284614595,0.5893869139618754
1909,2282438,2282517,2282438,rplY,+,2282801.0,2282517.0,+,+,0.5696126272667028,0.2737173140760585,0.22672147995889003,0.6013105707880669
1910,2284109,2284109,2283947,yejK,-,2283947.0,2282940.0,-,-,2.6100178890876564,4.608433734939759,0.9369369369369369,2.681159420289855
1911,2286207,2286211,2286207,proL,+,2286287.0,2286211.0,+,+,44.241379310344826,54.34615384615385,1.7305061559507524,0.7792848335388409
1912,2289176,2289176,2288900,yejO,-,2290180.0,2290114.0,-,-,3.4705882352941178,0.8936170212765957,0.5728155339805825,0.7862068965517242
1913,2289176,2289176,2288900,yejO,-,2288914.0,2286390.0,-,-,3.4705882352941178,0.8936170212765957,0.5728155339805825,0.7862068965517242
1914,2290422,2290500,2290422,narP,+,2291147.0,2290500.0,+,+,1.011764705882353,1.396039603960396,0.6382252559726962,1.3131313131313131
1915,2292621,2292621,2292410,ccmH,-,2292410.0,2291358.0,-,-,0.5517241379310345,0.1588785046728972,0.6555555555555556,0.7473118279569892
1916,2303574,2303574,2303497,napF,-,2303497.0,2303003.0,-,-,1.6153846153846154,2.3846153846153846,1.9528301886792452,1.94
1917,2303577,2303577,2303497,napF,-,2303497.0,2303003.0,-,-,1.75,3.4444444444444446,1.9622641509433962,1.9455445544554455
1918,2303695,2303695,2303497,napF,-,2303497.0,2303003.0,-,-,0.6666666666666666,1.4666666666666666,1.6029411764705883,2.014018691588785
1919,2303797,2303905,2303797,eco,+,2304393.0,2303905.0,+,+,0.545774647887324,0.9797979797979798,0.19230769230769232,0.34685598377281945
1920,2303851,2303905,2303851,eco,+,2304393.0,2303905.0,+,+,1.1478260869565218,1.8504672897196262,0.5327868852459017,0.5568181818181818
1921,2306846,2306846,2306754,mqo,-,2306754.0,2305108.0,-,-,0.2757201646090535,0.3881578947368421,0.1708185053380783,0.2676056338028169
1922,2306858,2306858,2306754,mqo,-,2306754.0,2305108.0,-,-,0.24839400428265523,0.3992673992673993,0.16607773851590105,0.24464285714285713
1923,2306924,2306924,2306754,mqo,-,2306754.0,2305108.0,-,-,0.06301369863013699,0.3459715639810427,0.15139442231075698,0.20305676855895197
1924,2308641,2308641,2308615,yojI,-,2308615.0,2306972.0,-,-,0.9137931034482759,0.8689320388349514,0.6138613861386139,1.2429906542056075
1925,2309445,2309445,2309341,alkB,-,2309341.0,2308691.0,-,-,0.75,0.3888888888888889,0.8220858895705522,0.7357512953367875
1926,2310427,2310427,2310405,ada,-,2310405.0,2309341.0,-,-,3.8846153846153846,3.5142857142857142,1.982608695652174,1.7619047619047619
1927,2311594,2311594,2311534,apbE,-,2311534.0,2310479.0,-,-,2.1452991452991452,2.4790419161676644,1.653061224489796,1.4163934426229507
1928,2312830,2312830,2312749,ompC,-,2312749.0,2311646.0,-,-,0.7396500827993376,0.3423317683881064,0.18151367732674056,0.6655840754321635
1929,2312864,2312864,2312749,ompC,-,2312749.0,2311646.0,-,-,0.28813295571255176,0.17406405051871898,0.061659745196030125,0.2808876811594203
1930,2312887,2312887,2312749,ompC,-,2312749.0,2311646.0,-,-,0.14920530424151227,0.10069680185813829,0.028375258233078137,0.1650075198739526
1931,2313084,2313084,2313084,micF,+,2313176.0,2313084.0,+,+,3.163265306122449,9.16,4.05607476635514,1.2849162011173185
1932,2313452,2313488,2313452,rcsD,+,2316160.0,2313488.0,+,+,0.5761316872427984,0.7447916666666666,0.46321525885558584,0.670846394984326
1933,2315695,2316177,2315695,rcsB,+,2316827.0,2316177.0,+,+,0.44823232323232326,0.49486887115165334,0.6631299734748011,0.5809682804674458
1934,2315975,2316177,2315975,rcsB,+,2316827.0,2316177.0,+,+,0.562208398133748,0.7267843438219493,0.5125348189415042,0.7062857142857143
1935,2319979,2319979,2319828,rcsC,-,2319876.0,2317027.0,-,-,0.6666666666666666,2.120805369127517,0.4542372881355932,0.9461538461538461
1936,2320081,2320081,2319828,rcsC,-,2319876.0,2317027.0,-,-,0.05343511450381679,0.07553956834532374,0.36042402826855124,0.45738636363636365
1937,2323412,2323447,2323412,atoD,+,2324109.0,2323447.0,+,+,0.75,1.5,0.9859154929577465,1.3357142857142856
1938,2328199,2328199,2328143,yfaP,-,2328143.0,2327367.0,-,-,1.6666666666666667,1.2857142857142858,0.9090909090909091,1.5918367346938775
1939,2339457,2339457,2339420,gyrA,-,2339420.0,2336793.0,-,-,1.4480840543881335,0.5971014492753624,1.0684684684684684,1.5989583333333333
1940,2339539,2339567,2339539,ubiG,+,2340289.0,2339567.0,+,+,1.1838440111420614,2.472361809045226,0.6264367816091954,0.8376068376068376
1941,2344207,2344207,2344169,yfaL,-,2344169.0,2340417.0,-,-,2.0,1.1666666666666667,0.9375,1.375
1942,2344218,2344218,2344169,yfaL,-,2344169.0,2340417.0,-,-,2.0,1.1666666666666667,0.8,1.4189189189189189
1943,2344265,2344265,2344169,yfaL,-,2344169.0,2340417.0,-,-,2.0,0.2857142857142857,0.4520547945205479,1.2466666666666666
1944,2344284,2344284,2344169,yfaL,-,2344169.0,2340417.0,-,-,2.0,0.4,0.38823529411764707,1.2876712328767124
1945,2344755,2344865,2344755,nrdA,+,2347150.0,2344865.0,+,+,0.6488785769528229,0.6964735516372796,0.4945945945945946,1.167095115681234
1946,2348338,2348514,2348338,yfaE,+,2348768.0,2348514.0,+,+,1.4486486486486487,1.2453987730061349,1.1908396946564885,1.2781954887218046
1947,2348341,2348514,2348341,yfaE,+,2348768.0,2348514.0,+,+,1.4316163410301954,1.2064128256513027,1.18,1.279773156899811
1948,2349499,2349499,2349472,inaA,-,2349472.0,2348822.0,-,-,1.1515151515151516,0.6811594202898551,0.6196769456681351,0.8357030015797788
1949,2352451,2352451,2352374,glpT,-,2352374.0,2351016.0,-,-,1.2142857142857142,0.8060109289617486,0.4050632911392405,1.3504950495049506
1950,2352583,2352647,2352583,glpA,+,2354275.0,2352647.0,+,+,0.3333333333333333,0.12121212121212122,0.3815028901734104,0.8492063492063492
1951,2356690,2356904,2356690,yfaD,+,2357803.0,2356904.0,+,+,0.8333333333333334,6.0,1.3513513513513513,1.1238095238095238
1953,2363655,2363655,2363633,yfaY,-,2363633.0,2362431.0,-,-,0.5843373493975904,0.6518987341772152,0.9016393442622951,1.104417670682731
1954,2364317,2364317,2364275,yfaZ,-,2364275.0,2363733.0,-,-,0.17307692307692307,0.24705882352941178,0.3076923076923077,0.4489795918367347
1955,2364372,2364372,2364275,yfaZ,-,2364275.0,2363733.0,-,-,0.15671641791044777,0.2236842105263158,0.33088235294117646,0.4494949494949495
1956,2364525,2364554,2364525,nudI,+,2364979.0,2364554.0,+,+,0.44871794871794873,0.7777777777777778,0.4166666666666667,0.5605381165919282
1957,2365698,2365698,2365620,ais,-,2365620.0,2365018.0,-,-,0.35294117647058826,0.7142857142857143,0.5757575757575758,0.8040540540540541
1958,2365754,2365754,2365620,ais,-,2365620.0,2365018.0,-,-,0.3333333333333333,0.8461538461538461,0.336283185840708,0.5076142131979695
1959,2365756,2365756,2365620,ais,-,2365620.0,2365018.0,-,-,0.3125,0.8461538461538461,0.336283185840708,0.49748743718592964
1960,2373566,2373566,2373538,pmrD,-,2373538.0,2373272.0,-,-,2.6666666666666665,1.298342541436464,0.9093078758949881,0.9201331114808652
1961,2373574,2373574,2373538,pmrD,-,2373538.0,2373272.0,-,-,2.686868686868687,1.2982456140350878,0.9502617801047121,0.9273356401384083
1962,2376887,2376887,2376819,menB,-,2376819.0,2375962.0,-,-,1.1495176848874598,1.5871369294605808,0.9960707269155207,1.0088809946714032
1963,2381581,2381608,2381581,rbn,+,2382525.0,2381608.0,+,+,0.9548387096774194,1.010909090909091,1.2912621359223302,2.187878787878788
1964,2381614,2381614,2381543,elaA,-,2381543.0,2381082.0,-,-,1.5056179775280898,4.48,0.8415841584158416,0.9243902439024391
1965,2381686,2381686,2381543,elaA,-,2381543.0,2381082.0,-,-,1.9764705882352942,7.7317073170731705,1.5957446808510638,0.6469298245614035
1966,2382654,2382713,2382654,elaD,+,2383924.0,2382713.0,+,+,1.0,0.4782608695652174,0.38235294117647056,0.5555555555555556
1967,2385750,2385860,2385750,yfbL,+,2386831.0,2385860.0,+,+,0.5,0.75,0.20689655172413793,0.2171945701357466
1968,2385760,2385860,2385760,yfbL,+,2386831.0,2385860.0,+,+,0.5,1.5,0.2033898305084746,0.21973094170403587
1969,2385769,2385860,2385769,yfbL,+,2386831.0,2385860.0,+,+,0.5,1.0,0.19047619047619047,0.2
1970,2385784,2385784,2385722,yfbK,-,2385722.0,2383995.0,-,-,0.013157894736842105,0.012422360248447204,0.17796610169491525,0.34035087719298246
1971,2385805,2385860,2385805,yfbL,+,2386831.0,2385860.0,+,+,1.0,0.75,0.17647058823529413,0.20704845814977973
1972,2385828,2385860,2385828,yfbL,+,2386831.0,2385860.0,+,+,1.0,1.0,0.18421052631578946,0.21794871794871795
1973,2385905,2385905,2385722,yfbK,-,2385722.0,2383995.0,-,-,0.046511627906976744,0.03225806451612903,0.11475409836065574,0.24770642201834864
1974,2388458,2388581,2388458,yfbO,+,2389057.0,2388635.0,+,+,1.3333333333333333,0.3,0.9333333333333333,1.3562091503267975
1975,2388539,2388581,2388539,yfbO,+,2389057.0,2388635.0,+,+,0.8333333333333334,0.2,0.35344827586206895,0.8382642998027613
1976,2388554,2388554,2388426,yfbN,-,2388426.0,2387710.0,-,-,6.0,9.0,0.6612903225806451,1.2760736196319018
1977,2388573,2388581,2388573,yfbO,+,2389057.0,2388635.0,+,+,0.625,0.25,0.18357487922705315,0.5325779036827195
1978,2388587,2388587,2388426,yfbN,-,2388426.0,2387710.0,-,-,6.0,9.0,0.5223880597014925,1.283132530120482
1979,2388995,2389116,2388995,yfbP,+,2389964.0,2389116.0,+,+,1.6,0.8,1.707070707070707,1.7687074829931972
1980,2391717,2391717,2391505,nuoN,-,2391505.0,2390048.0,-,-,0.6547945205479452,0.6268343815513627,0.7175,0.6614035087719298
1981,2405162,2405162,2405072,nuoA,-,2405072.0,2404629.0,-,-,0.8839336763865066,0.525963149078727,0.5397784491440081,0.7129428778018799
1982,2405335,2405335,2405072,nuoA,-,2405072.0,2404629.0,-,-,0.5213049267643143,0.7213114754098361,0.3242467718794835,0.6439169139465876
1983,2406656,2406656,2406641,lrhA,-,2406641.0,2405703.0,-,-,0.7372262773722628,0.5276073619631901,0.3877551020408163,0.6527415143603134
1984,2407408,2407561,2407408,alaA,+,2408778.0,2407561.0,+,+,0.016483516483516484,0.011086474501108648,0.2787878787878788,0.5445026178010471
1985,2407414,2407561,2407414,alaA,+,2408778.0,2407561.0,+,+,0.015873015873015872,0.010660980810234541,0.27485380116959063,0.5076142131979695
1986,2408831,2408862,2408831,yfbR,+,2409461.0,2408862.0,+,+,1.4177215189873418,3.4565217391304346,3.3823529411764706,2.233160621761658
1987,2408835,2408862,2408835,yfbR,+,2409461.0,2408862.0,+,+,1.3670886075949367,3.3863636363636362,3.4545454545454546,2.2473684210526317
1988,2413459,2413470,2413459,ackA,+,2414672.0,2413470.0,+,+,1.2551940415523324,1.5491295367365003,1.0636288998357963,1.3919330289193304
1989,2423614,2423614,2423539,yfcI,-,2423539.0,2422649.0,-,-,2.3333333333333335,2.6666666666666665,0.8050314465408805,1.1585365853658536
1990,2423712,2423712,2423539,yfcI,-,2423539.0,2422649.0,-,-,5.666666666666667,4.4,1.2045454545454546,0.6802507836990596
1991,2426837,2426837,2426788,hisJ,-,2426788.0,2426006.0,-,-,0.899581589958159,0.8814589665653495,0.9353233830845771,0.8063380281690141
1992,2427849,2427849,2427791,argT,-,2427791.0,2427009.0,-,-,1.101123595505618,0.7777777777777778,0.7114427860696517,0.8797250859106529
1993,2430770,2430770,2430763,cvpA,-,2430763.0,2430275.0,-,-,0.8486842105263158,0.867816091954023,0.3875,0.6647058823529411
1994,2430800,2430800,2430763,cvpA,-,2430763.0,2430275.0,-,-,1.015267175572519,1.3120300751879699,0.44594594594594594,0.6851851851851852
1995,2431868,2431868,2431684,dedD,-,2431684.0,2431022.0,-,-,0.4716981132075472,0.34494773519163763,0.38475499092558985,0.4588477366255144
1996,2431875,2431875,2431684,dedD,-,2431684.0,2431022.0,-,-,0.4614457831325301,0.3650586701434159,0.4050387596899225,0.45726495726495725
